ID_Barra,Tipo_Barra,Tensao_Base_kV,Tensao_Mag_pu,Tensao_Ang_graus,P_Geracao_pu,Q_Geracao_pu,P_Carga_pu,Q_Carga_pu,Desvio_Tensao_QLIM_pu,Corte_Reativo_VLIM_pu,Corte_Ativo_DERA_pu,Corte_Reativo_DERA_pu
5425,1,991.0,1.0474696524777438,9.741602133402559,0.0,0.0,0.0,0.0,0.0,2.8751733346069905e-9,0.0,0.0
5426,1,13.8,1.0012640752201922,0.9454055002255505,0.0,0.0,0.022000000000000002,0.006999999999999999,0.0,-4.385607724307692e-9,-9.090875339345987e-10,-2.8925512443373587e-10
5427,1,13.8,1.047469651732153,9.74160213471452,0.0,0.0,0.0,0.0,0.0,2.8712629465608605e-9,0.0,0.0
5428,1,500.0,1.0780288486785807,0.9885388015691708,0.0,0.0,0.0,0.0,0.0,-2.968568591256387e-9,0.0,0.0
5429,1,991.0,1.033908641184936,9.692125289542085,0.0,0.0,0.0,0.0,0.0,2.4403709385565508e-9,0.0,0.0
5431,1,230.0,1.0303180519149908,8.19644850270053,0.0,0.0,0.0,0.0,0.0,-2.223181262670544e-9,0.0,0.0
5433,1,69.0,1.0116219313846881,6.147789949541525,0.0,0.0,1.006,0.196,0.0,-2.222468093607344e-9,-8.181819451433815e-9,-1.5940721794046002e-9
5434,1,230.0,1.0310990198555443,9.40643610405249,0.0,0.0,0.0,0.0,0.0,-2.0441499523613668e-9,0.0,0.0
5438,1,34.5,1.0237942728310905,11.690315388312277,0.0,0.0,0.0,0.0,0.0,-1.891759005348831e-9,0.0,0.0
5439,1,34.5,1.022785697349486,12.641292852390595,0.0,0.0,-0.42200000000000004,0.14300000000000002,0.0,-1.8449413958413272e-9,0.0,0.0
5441,1,230.0,1.0253698509746176,10.142614557927233,0.0,0.0,0.0,0.0,0.0,-2.995323770408875e-10,0.0,0.0
5442,1,991.0,1.0094313114074296,9.002049104501541,0.0,0.0,0.0,0.0,0.0,-2.5732693503951517e-10,0.0,0.0
5443,2,69.0,1.0093315339597957,9.085112115955095,1.162,0.13041397205047564,2.314,0.037000000000000005,0.0,-2.608934785431362e-10,-8.181821711302883e-9,-1.308242883829761e-10
5444,1,991.0,1.010043677081206,9.001581692973264,0.0,0.0,0.0,0.0,0.0,-2.558256145143135e-10,0.0,0.0
